รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาต่อหน่วยนับ,ปีงบประมาณ,รายการลำดับที่ id ในปีงบนั้น,รายการในแผน/นอกแผน,จำนวนยกยอดมา,มูลค่ายกยอดมา,จำนวนที่ต้องการใช้ในปี,มูลค่ารวมที่ต้องใช้ในปี,จำนวนที่ต้องซื้อเพิ่มในปี,มูลค่าที่ต้องซื้อเพิ่มในปี(บาท),หน่วยงานที่มีหน้าที่จัดซื้อ
P230-001054,วัสดุใช้ไป,สามทาง ชนิด PVC แบบเกลียวใน ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,20.00,2568,1054,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001055,วัสดุใช้ไป,น๊อต แบบเกลียว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ถุง,30.00,2568,1055,ในแผน,0.00,0.00,1.00,30.00,1.00,30.00,กลุ่มงานบริหารทั่วไป
P230-001056,วัสดุใช้ไป,ลวด,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กิโลกรัม,70.00,2568,1056,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001057,วัสดุใช้ไป,น๊อต ขนาด 2 หุน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กิโลกรัม,100.00,2568,1057,ในแผน,0.00,0.00,2.00,200.00,2.00,200.00,กลุ่มงานบริหารทั่วไป
P230-001058,วัสดุใช้ไป,ท่อน้ำ ชนิดเหล็ก แบบตรง ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เส้น,"1,285.00",2568,1058,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001059,วัสดุใช้ไป,นิปเปิ้ล ชนิดเหล็ก ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,110.00,2568,1059,ในแผน,0.00,0.00,2.00,220.00,2.00,220.00,กลุ่มงานบริหารทั่วไป
P230-001060,วัสดุใช้ไป,ข้องอ ชนิดเหล็ก แบบ 90 องศา ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,160.00,2568,1060,ในแผน,0.00,0.00,1.00,160.00,1.00,160.00,กลุ่มงานบริหารทั่วไป
P230-001061,วัสดุใช้ไป,สามทาง ชนิดเหล็ก แบบลด ขนาด 1*1/3 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,220.00,2568,1061,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001062,วัสดุใช้ไป,Ram BUS 2666 DDR4 ขนาด 8 Gb,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,อัน,790.00,2568,1062,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001063,วัสดุใช้ไป,กุญแจ แบบบิด สำหรับบานเลื่อน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,570.00,2568,1063,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001064,วัสดุใช้ไป,ปืนฉีด สำหรับปั้มลม,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ชุด,320.00,2568,1064,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001065,วัสดุใช้ไป,บันได ชนิดไม้ไผ่ แบบ 13 ขั้น,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,900.00,2568,1065,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001066,วัสดุใช้ไป,สปริงเกอร์,วัสดุการเกษตร,วัสดุการเกษตร,ตัว,17.00,2568,1066,ในแผน,0.00,0.00,12.00,204.00,12.00,204.00,กลุ่มงานบริหารทั่วไป
P230-001067,วัสดุใช้ไป,ข้อต่อ ชนิดเหล็ก สำหรับต่อสายยาง ขนาด 1/2 นิ้ว,วัสดุการเกษตร,วัสดุการเกษตร,ตัว,28.00,2568,1067,ในแผน,0.00,0.00,5.00,140.00,5.00,140.00,กลุ่มงานบริหารทั่วไป
P230-001068,วัสดุใช้ไป,สาย Printer แบบ USB ขนาดยาว 5 เมตร,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,เส้น,159.00,2568,1068,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001069,วัสดุใช้ไป,สาย Printer แบบ USB ขนาดยาว 10 เมตร,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,เส้น,220.00,2568,1069,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001070,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับอ่างล้างหน้า แบบหางปลา ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,590.00,2568,1070,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001071,วัสดุใช้ไป,แม่สี เบอร์ 9RC,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,260.00,2568,1071,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001072,วัสดุใช้ไป,เหล็กนำ STN,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,45.00,2568,1072,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001073,วัสดุใช้ไป,ไมค์โครโฟน แบบมีสาย,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ตัว,790.00,2568,1073,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001074,วัสดุใช้ไป,ไมค์โครโฟน ชนิดคู่ แบบไร้สาย,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ชุด,890.00,2568,1074,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001075,วัสดุใช้ไป,หลอดไฟ ชนิด LED แบบฟูลเซ็ท ขนาด 16 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,295.00,2568,1075,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001076,วัสดุใช้ไป,สาย RCA2 ขนาด 1.8 เมตร,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เส้น,65.00,2568,1076,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001077,วัสดุใช้ไป,กระจกโค้ง สำหรับมุมอับสายตา ขนาด 80 ซม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,980.00,2568,1077,ในแผน,0.00,0.00,2.00,"1,960.00",2.00,"1,960.00",กลุ่มงานบริหารทั่วไป
P230-001078,วัสดุใช้ไป,แบตเตอรี่ สำหรับเครื่องเอกซเรย์เคลื่อนที่ ขนาด 12V 9Ah,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชิ้น,"2,400.00",2568,1078,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001079,วัสดุใช้ไป,ชุดหูฝานั่งรองชักโครก ชนิดพลาสติก,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,650.00,2568,1079,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001080,วัสดุใช้ไป,สกรู ชนิดไดวอ ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กล่อง,95.00,2568,1080,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001081,วัสดุใช้ไป,สกรู ชนิดหัวบล๊อค แบบปลายแหลม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,3.50,2568,1081,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001082,วัสดุใช้ไป,กาว ชนิดยาง ขนาดใหญ่,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระปุก,144.00,2568,1082,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001083,วัสดุใช้ไป,จอบ ชนิดเหล็ก แบบด้ามไม้,วัสดุการเกษตร,วัสดุการเกษตร,อัน,295.00,2568,1083,ในแผน,0.00,0.00,1.00,295.00,1.00,295.00,กลุ่มงานบริหารทั่วไป
P230-001084,วัสดุใช้ไป,เสียม ชนิดเหล็ก แบบด้ามไม้,วัสดุการเกษตร,วัสดุการเกษตร,อัน,315.00,2568,1084,ในแผน,0.00,0.00,1.00,315.00,1.00,315.00,กลุ่มงานบริหารทั่วไป
P230-001085,วัสดุใช้ไป,บันได ชนิดอลูมีเนียม แบบ 5 ขั้น,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,"1,090.00",2568,1085,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
